Time,RA2,RA1,
-4.7000131e-06,3.20000e-02,3.44000e+00,
-4.6000132e-06,4.00000e-02,3.44000e+00,
-4.5000133e-06,3.20000e-02,3.36000e+00,
-4.4000135e-06,4.40000e-02,3.28000e+00,
-4.3000136e-06,3.20000e-02,3.44000e+00,
-4.2000138e-06,4.40000e-02,3.44000e+00,
-4.1000139e-06,3.60000e-02,3.28000e+00,
-4.0000141e-06,4.40000e-02,3.44000e+00,
-3.9000142e-06,3.20000e-02,3.28000e+00,
-3.8000142e-06,4.40000e-02,3.36000e+00,
-3.7000141e-06,3.20000e-02,3.44000e+00,
-3.6000140e-06,3.20000e-02,3.44000e+00,
-3.5000139e-06,4.00000e-02,3.28000e+00,
-3.4000138e-06,4.00000e-02,3.44000e+00,
-3.3000138e-06,3.20000e-02,3.36000e+00,
-3.2000137e-06,4.40000e-02,3.44000e+00,
-3.1000136e-06,2.80000e-02,3.28000e+00,
-3.0000135e-06,4.40000e-02,3.44000e+00,
-2.9000134e-06,3.20000e-02,3.28000e+00,
-2.8000134e-06,3.20000e-02,3.36000e+00,
-2.7000133e-06,4.40000e-02,3.44000e+00,
-2.6000132e-06,3.20000e-02,3.36000e+00,
-2.5000131e-06,4.40000e-02,3.44000e+00,
-2.4000130e-06,4.00000e-02,3.28000e+00,
-2.3000130e-06,3.20000e-02,3.44000e+00,
-2.2000129e-06,4.40000e-02,3.44000e+00,
-2.1000128e-06,3.60000e-02,3.36000e+00,
-2.0000127e-06,4.40000e-02,3.36000e+00,
-1.9000128e-06,3.20000e-02,3.44000e+00,
-1.8000128e-06,3.60000e-02,3.44000e+00,
-1.7000128e-06,4.40000e-02,3.28000e+00,
-1.6000129e-06,4.40000e-02,3.36000e+00,
-1.5000129e-06,3.20000e-02,3.44000e+00,
-1.4000129e-06,4.00000e-02,3.44000e+00,
-1.3000130e-06,3.20000e-02,3.28000e+00,
-1.2000130e-06,4.00000e-02,3.36000e+00,
-1.1000130e-06,3.60000e-02,3.44000e+00,
-1.0000131e-06,4.40000e-02,3.44000e+00,
-9.0001305e-07,3.60000e-02,3.28000e+00,
-8.0001303e-07,3.60000e-02,3.44000e+00,
-7.0001300e-07,4.40000e-02,3.36000e+00,
-6.0001298e-07,3.60000e-02,3.44000e+00,
-5.0001296e-07,4.40000e-02,3.36000e+00,
-4.0001296e-07,3.60000e-02,3.44000e+00,
-3.0001297e-07,4.40000e-02,3.36000e+00,
-2.0001298e-07,4.40000e-02,3.44000e+00,
-1.0001298e-07,3.60000e-02,3.28000e+00,
-1.2974510e-11,7.60000e-02,3.28000e+00,
9.9987027e-08,-8.40001e-02,3.44000e+00,
1.9998703e-07,3.20000e-02,3.44000e+00,
2.9998702e-07,4.80000e-02,3.28000e+00,
3.9998702e-07,4.00000e-02,3.44000e+00,
4.9998704e-07,4.80000e-02,3.36000e+00,
5.9998706e-07,4.40000e-02,3.44000e+00,
6.9998708e-07,4.80000e-02,3.36000e+00,
7.9998711e-07,4.00000e-02,3.28000e+00,
8.9998713e-07,5.60000e-02,3.44000e+00,
9.9998715e-07,3.60000e-02,3.44000e+00,
1.0999871e-06,6.00000e-02,3.28000e+00,
1.1999871e-06,3.60000e-02,3.44000e+00,
1.2999870e-06,6.00000e-02,3.28000e+00,
1.3999870e-06,8.40000e-02,3.44000e+00,
1.4999870e-06,2.40000e-02,3.28000e+00,
1.5999869e-06,7.60000e-02,3.44000e+00,
1.6999869e-06,3.20000e-02,3.28000e+00,
1.7999869e-06,7.60000e-02,3.36000e+00,
1.8999868e-06,4.40000e-02,3.44000e+00,
1.9999868e-06,4.00000e-02,3.28000e+00,
2.0999869e-06,6.80000e-02,3.44000e+00,
2.1999870e-06,4.80000e-02,3.36000e+00,
2.2999870e-06,7.20000e-02,3.44000e+00,
2.3999871e-06,7.60000e-02,3.44000e+00,
2.4999872e-06,5.20000e-02,3.28000e+00,
2.5999873e-06,6.00000e-02,3.36000e+00,
2.6999874e-06,6.80000e-02,3.44000e+00,
2.7999874e-06,5.60000e-02,3.44000e+00,
2.8999875e-06,7.20000e-02,3.28000e+00,
2.9999876e-06,6.00000e-02,3.36000e+00,
3.0999877e-06,7.20000e-02,3.44000e+00,
3.1999878e-06,7.20000e-02,3.28000e+00,
3.2999878e-06,6.40000e-02,3.44000e+00,
3.3999879e-06,7.20000e-02,3.28000e+00,
3.4999880e-06,6.40000e-02,3.44000e+00,
3.5999881e-06,6.40000e-02,3.36000e+00,
3.6999882e-06,7.60000e-02,3.44000e+00,
3.7999882e-06,7.20000e-02,3.44000e+00,
3.8999883e-06,7.60000e-02,3.36000e+00,
3.9999882e-06,7.60000e-02,3.36000e+00,
4.0999880e-06,7.20000e-02,3.44000e+00,
4.1999879e-06,7.20000e-02,3.44000e+00,
4.2999877e-06,8.00000e-02,3.36000e+00,
4.3999876e-06,7.60000e-02,3.36000e+00,
4.4999874e-06,8.00000e-02,3.44000e+00,
4.5999873e-06,7.60000e-02,3.36000e+00,
4.6999871e-06,8.00000e-02,3.44000e+00,
4.7999870e-06,7.60000e-02,3.44000e+00,
4.8999868e-06,8.40000e-02,3.28000e+00,
4.9999867e-06,8.00000e-02,3.44000e+00,
5.0999865e-06,8.40000e-02,3.36000e+00,
5.1999864e-06,8.00000e-02,3.44000e+00,
5.2999862e-06,8.80000e-02,3.28000e+00,
5.3999861e-06,8.40000e-02,3.44000e+00,
5.4999859e-06,8.80000e-02,3.36000e+00,
5.5999858e-06,8.80000e-02,3.28000e+00,
5.6999856e-06,8.40000e-02,3.44000e+00,
5.7999855e-06,8.40000e-02,3.28000e+00,
5.8999854e-06,9.20000e-02,3.44000e+00,
5.9999852e-06,9.20000e-02,3.36000e+00,
6.0999851e-06,8.80000e-02,3.44000e+00,
6.1999849e-06,9.20000e-02,3.44000e+00,
6.2999848e-06,8.80000e-02,3.28000e+00,
6.3999846e-06,9.20000e-02,3.36000e+00,
6.4999845e-06,9.60000e-02,3.44000e+00,
6.5999843e-06,9.60000e-02,3.36000e+00,
6.6999842e-06,9.20000e-02,3.44000e+00,
6.7999840e-06,9.60000e-02,3.44000e+00,
6.8999839e-06,9.20000e-02,3.36000e+00,
6.9999837e-06,9.60000e-02,3.44000e+00,
7.0999836e-06,1.00000e-01,3.28000e+00,
7.1999834e-06,9.60000e-02,3.44000e+00,
7.2999833e-06,1.04000e-01,3.36000e+00,
7.3999831e-06,1.00000e-01,3.44000e+00,
7.4999830e-06,1.04000e-01,3.28000e+00,
7.5999828e-06,1.04000e-01,3.44000e+00,
7.6999831e-06,1.00000e-01,3.28000e+00,
7.7999830e-06,1.04000e-01,3.36000e+00,
7.8999828e-06,1.08000e-01,3.44000e+00,
7.9999827e-06,1.08000e-01,3.44000e+00,
8.0999826e-06,1.04000e-01,3.28000e+00,
8.1999824e-06,1.04000e-01,3.44000e+00,
8.2999823e-06,1.12000e-01,3.36000e+00,
8.3999821e-06,1.04000e-01,3.36000e+00,
8.4999820e-06,1.12000e-01,3.44000e+00,
8.5999818e-06,1.04000e-01,3.36000e+00,
8.6999817e-06,1.16000e-01,3.44000e+00,
8.7999815e-06,1.16000e-01,3.36000e+00,
8.8999814e-06,1.08000e-01,3.36000e+00,
8.9999812e-06,1.12000e-01,3.36000e+00,
9.0999811e-06,1.20000e-01,3.44000e+00,
9.1999809e-06,1.12000e-01,3.44000e+00,
9.2999808e-06,1.20000e-01,3.36000e+00,
9.3999806e-06,1.16000e-01,3.36000e+00,
9.4999805e-06,1.24000e-01,3.44000e+00,
9.5999803e-06,1.24000e-01,3.36000e+00,
9.6999802e-06,1.16000e-01,3.44000e+00,
9.7999800e-06,1.24000e-01,3.44000e+00,
9.8999799e-06,1.20000e-01,3.36000e+00,
9.9999797e-06,1.20000e-01,3.44000e+00,
1.0099980e-05,1.28000e-01,3.36000e+00,
1.0199979e-05,1.24000e-01,3.28000e+00,
1.0299979e-05,1.28000e-01,3.44000e+00,
1.0399979e-05,1.28000e-01,3.36000e+00,
1.0499979e-05,1.24000e-01,3.44000e+00,
1.0599979e-05,1.28000e-01,3.36000e+00,
1.0699979e-05,1.32000e-01,3.44000e+00,
1.0799979e-05,1.28000e-01,3.36000e+00,
1.0899978e-05,1.32000e-01,3.44000e+00,
1.0999978e-05,1.28000e-01,3.44000e+00,
1.1099978e-05,1.36000e-01,3.28000e+00,
1.1199978e-05,1.36000e-01,3.36000e+00,
1.1299978e-05,1.32000e-01,3.44000e+00,
1.1399978e-05,1.32000e-01,3.44000e+00,
1.1499978e-05,1.40000e-01,3.28000e+00,
1.1599977e-05,1.36000e-01,3.44000e+00,
1.1699977e-05,1.40000e-01,3.36000e+00,
1.1799977e-05,1.36000e-01,3.44000e+00,
1.1899977e-05,1.40000e-01,3.28000e+00,
1.1999977e-05,1.36000e-01,3.36000e+00,
1.2099977e-05,1.44000e-01,3.44000e+00,
1.2199976e-05,1.40000e-01,3.36000e+00,
1.2299976e-05,1.44000e-01,3.44000e+00,
1.2399976e-05,1.40000e-01,3.44000e+00,
1.2499976e-05,1.48000e-01,3.36000e+00,
1.2599976e-05,1.56000e-01,3.36000e+00,
1.2699976e-05,1.36000e-01,3.44000e+00,
1.2799976e-05,1.40000e-01,3.44000e+00,
1.2899975e-05,1.56000e-01,3.28000e+00,
1.2999975e-05,1.36000e-01,3.36000e+00,
1.3099975e-05,1.80000e-01,3.44000e+00,
1.3199975e-05,1.24000e-01,3.28000e+00,
1.3299975e-05,1.72000e-01,3.44000e+00,
1.3399975e-05,1.76000e-01,3.44000e+00,
1.3499975e-05,1.24000e-01,3.36000e+00,
1.3599974e-05,1.72000e-01,3.44000e+00,
1.3699974e-05,1.32000e-01,3.28000e+00,
1.3799974e-05,1.44000e-01,3.44000e+00,
1.3899974e-05,1.64000e-01,3.36000e+00,
1.3999974e-05,1.44000e-01,3.44000e+00,
1.4099974e-05,1.68000e-01,3.36000e+00,
1.4199974e-05,1.48000e-01,3.44000e+00,
1.4299973e-05,1.64000e-01,3.36000e+00,
1.4399973e-05,1.68000e-01,3.44000e+00,
1.4499973e-05,1.52000e-01,3.36000e+00,
1.4599973e-05,1.68000e-01,3.44000e+00,
1.4699973e-05,1.56000e-01,3.36000e+00,
1.4799973e-05,1.56000e-01,3.44000e+00,
1.4899972e-05,1.68000e-01,3.36000e+00,
1.4999972e-05,1.60000e-01,3.44000e+00,
1.5099972e-05,1.72000e-01,3.36000e+00,
1.5199972e-05,1.68000e-01,3.28000e+00,
1.5299973e-05,1.60000e-01,3.44000e+00,
1.5399974e-05,1.72000e-01,3.44000e+00,
1.5499974e-05,1.64000e-01,3.36000e+00,
1.5599975e-05,1.64000e-01,3.44000e+00,
1.5699976e-05,1.72000e-01,3.36000e+00,
1.5799977e-05,1.68000e-01,3.28000e+00,
1.5899977e-05,1.76000e-01,3.44000e+00,
1.5999978e-05,1.68000e-01,3.36000e+00,
1.6099979e-05,1.76000e-01,3.44000e+00,
1.6199980e-05,1.72000e-01,3.36000e+00,
1.6299980e-05,1.76000e-01,3.44000e+00,
1.6399981e-05,1.72000e-01,3.44000e+00,
1.6499982e-05,1.80000e-01,3.28000e+00,
1.6599983e-05,1.80000e-01,3.36000e+00,
1.6699983e-05,1.72000e-01,3.44000e+00,
1.6799984e-05,1.76000e-01,3.44000e+00,
1.6899985e-05,1.80000e-01,3.36000e+00,
1.6999986e-05,1.84000e-01,3.44000e+00,
1.7099987e-05,1.76000e-01,3.28000e+00,
1.7199987e-05,1.76000e-01,3.44000e+00,
1.7299988e-05,1.84000e-01,3.36000e+00,
1.7399989e-05,1.80000e-01,3.44000e+00,
1.7499990e-05,1.88000e-01,3.36000e+00,
1.7599990e-05,1.80000e-01,3.44000e+00,
1.7699991e-05,1.88000e-01,3.28000e+00,
1.7799992e-05,1.84000e-01,3.44000e+00,
1.7899993e-05,1.88000e-01,3.28000e+00,
1.7999993e-05,1.88000e-01,3.44000e+00,
1.8099994e-05,1.84000e-01,3.36000e+00,
1.8199995e-05,1.88000e-01,3.28000e+00,
1.8299996e-05,1.92000e-01,3.44000e+00,
1.8399996e-05,1.92000e-01,3.44000e+00,
1.8499997e-05,1.88000e-01,3.36000e+00,
1.8599998e-05,1.88000e-01,3.36000e+00,
1.8699999e-05,1.96000e-01,3.44000e+00,
1.8799999e-05,1.96000e-01,3.44000e+00,
1.8900000e-05,1.92000e-01,3.36000e+00,
1.9000001e-05,2.00000e-01,3.36000e+00,
1.9100002e-05,1.92000e-01,3.44000e+00,
1.9200002e-05,1.92000e-01,3.36000e+00,
1.9300003e-05,2.00000e-01,3.44000e+00,
1.9400004e-05,1.96000e-01,3.44000e+00,
1.9500005e-05,2.04000e-01,3.36000e+00,
1.9600006e-05,1.96000e-01,3.36000e+00,
1.9700006e-05,2.04000e-01,3.44000e+00,
1.9800007e-05,2.00000e-01,3.44000e+00,
1.9900008e-05,2.04000e-01,3.36000e+00,
2.0000009e-05,2.04000e-01,3.44000e+00,
2.0100009e-05,2.00000e-01,3.28000e+00,
2.0200010e-05,2.00000e-01,3.44000e+00,
2.0300011e-05,2.08000e-01,3.36000e+00,
2.0400012e-05,2.08000e-01,3.36000e+00,
2.0500012e-05,2.00000e-01,3.44000e+00,
2.0600013e-05,2.04000e-01,3.36000e+00,
2.0700014e-05,2.12000e-01,3.44000e+00,
2.0800015e-05,2.12000e-01,3.44000e+00,
2.0900015e-05,2.04000e-01,3.36000e+00,
2.1000016e-05,2.08000e-01,3.36000e+00,
2.1100017e-05,2.12000e-01,3.44000e+00,
2.1200018e-05,2.08000e-01,3.44000e+00,
2.1300018e-05,2.16000e-01,3.28000e+00,
2.1400019e-05,2.12000e-01,3.44000e+00,
2.1500020e-05,2.16000e-01,3.28000e+00,
2.1600021e-05,2.16000e-01,3.36000e+00,
2.1700022e-05,2.12000e-01,3.44000e+00,
2.1800022e-05,2.20000e-01,3.44000e+00,
2.1900023e-05,2.12000e-01,3.36000e+00,
2.2000024e-05,2.20000e-01,3.36000e+00,
2.2100025e-05,2.16000e-01,3.44000e+00,
2.2200025e-05,2.16000e-01,3.44000e+00,
2.2300026e-05,2.24000e-01,3.36000e+00,
2.2400027e-05,2.24000e-01,3.44000e+00,
2.2500028e-05,2.20000e-01,3.28000e+00,
2.2600028e-05,2.20000e-01,3.44000e+00,
2.2700029e-05,2.28000e-01,3.28000e+00,
2.2800030e-05,2.20000e-01,3.44000e+00,
2.2900031e-05,2.28000e-01,3.36000e+00,
2.3000031e-05,2.24000e-01,3.44000e+00,
2.3100032e-05,2.28000e-01,3.36000e+00,
2.3200033e-05,2.24000e-01,3.44000e+00,
2.3300034e-05,2.32000e-01,3.36000e+00,
2.3400034e-05,2.28000e-01,3.44000e+00,
2.3500035e-05,2.32000e-01,3.28000e+00,
2.3600036e-05,2.32000e-01,3.44000e+00,
2.3700037e-05,2.28000e-01,3.36000e+00,
2.3800038e-05,2.32000e-01,3.28000e+00,
2.3900038e-05,2.36000e-01,3.44000e+00,
2.4000039e-05,2.32000e-01,3.36000e+00,
2.4100040e-05,2.36000e-01,3.44000e+00,
2.4200041e-05,2.32000e-01,3.44000e+00,
2.4300041e-05,2.44000e-01,3.36000e+00,
2.4400042e-05,2.48000e-01,3.44000e+00,
2.4500043e-05,2.24000e-01,3.28000e+00,
2.4600044e-05,2.52000e-01,3.44000e+00,
2.4700044e-05,2.28000e-01,3.28000e+00,
2.4800045e-05,2.72000e-01,3.44000e+00,
2.4900046e-05,2.24000e-01,3.28000e+00,
2.5000047e-05,2.16000e-01,3.28000e+00,
2.5100047e-05,2.64000e-01,3.44000e+00,
2.5200048e-05,2.20000e-01,3.36000e+00,
2.5300049e-05,2.64000e-01,7.99999e-02,
2.5400050e-05,2.64000e-01,7.99999e-02,
2.5500050e-05,2.32000e-01,-0.00000e+00,
2.5600051e-05,2.60000e-01,7.99999e-02,
2.5700052e-05,2.36000e-01,-0.00000e+00,
2.5800053e-05,2.40000e-01,-0.00000e+00,
2.5900054e-05,2.60000e-01,7.99999e-02,
2.6000054e-05,2.40000e-01,-0.00000e+00,
2.6100055e-05,2.56000e-01,7.99999e-02,
2.6200056e-05,2.44000e-01,7.99999e-02,
2.6300057e-05,2.60000e-01,-0.00000e+00,
2.6400057e-05,2.60000e-01,7.99999e-02,
2.6500058e-05,2.48000e-01,-0.00000e+00,
2.6600059e-05,2.52000e-01,7.99999e-02,
2.6700060e-05,2.60000e-01,-0.00000e+00,
2.6800060e-05,2.52000e-01,7.99999e-02,
2.6900061e-05,2.60000e-01,7.99999e-02,
2.7000062e-05,2.52000e-01,-0.00000e+00,
2.7100063e-05,2.64000e-01,7.99999e-02,
2.7200063e-05,2.64000e-01,7.99999e-02,
2.7300064e-05,2.56000e-01,-0.00000e+00,
2.7400065e-05,2.64000e-01,7.99999e-02,
2.7500066e-05,2.56000e-01,-0.00000e+00,
2.7600066e-05,2.64000e-01,7.99999e-02,
2.7700067e-05,2.60000e-01,-0.00000e+00,
2.7800068e-05,2.64000e-01,7.99999e-02,
2.7900069e-05,2.64000e-01,7.99999e-02,
2.8000070e-05,2.64000e-01,7.99999e-02,
2.8100070e-05,2.64000e-01,7.99999e-02,
2.8200071e-05,2.64000e-01,7.99999e-02,
2.8300072e-05,2.64000e-01,7.99999e-02,
2.8400073e-05,2.64000e-01,7.99999e-02,
2.8500073e-05,2.64000e-01,7.99999e-02,
2.8600074e-05,2.64000e-01,7.99999e-02,
2.8700075e-05,2.68000e-01,7.99999e-02,
2.8800076e-05,2.68000e-01,7.99999e-02,
2.8900076e-05,2.64000e-01,-0.00000e+00,
2.9000077e-05,2.68000e-01,7.99999e-02,
2.9100078e-05,2.72000e-01,-0.00000e+00,
2.9200079e-05,2.64000e-01,7.99999e-02,
2.9300079e-05,2.76000e-01,7.99999e-02,
2.9400080e-05,2.68000e-01,7.99999e-02,
2.9500081e-05,2.76000e-01,7.99999e-02,
2.9600082e-05,2.68000e-01,7.99999e-02,
2.9700082e-05,2.76000e-01,7.99999e-02,
2.9800083e-05,2.72000e-01,7.99999e-02,
2.9900084e-05,2.80000e-01,-0.00000e+00,
3.0000085e-05,2.76000e-01,7.99999e-02,
3.0100085e-05,2.80000e-01,7.99999e-02,
3.0200086e-05,2.76000e-01,-0.00000e+00,
3.0300087e-05,2.80000e-01,7.99999e-02,
3.0400088e-05,2.76000e-01,7.99999e-02,
3.0500089e-05,2.80000e-01,7.99999e-02,
3.0600087e-05,2.80000e-01,7.99999e-02,
3.0700088e-05,2.84000e-01,7.99999e-02,
3.0800089e-05,2.84000e-01,7.99999e-02,
3.0900090e-05,2.80000e-01,7.99999e-02,
3.1000091e-05,2.80000e-01,7.99999e-02,
3.1100091e-05,2.88000e-01,7.99999e-02,
3.1200092e-05,2.84000e-01,7.99999e-02,
3.1300093e-05,2.88000e-01,7.99999e-02,
3.1400094e-05,2.84000e-01,7.99999e-02,
3.1500094e-05,2.92000e-01,7.99999e-02,
3.1600095e-05,2.92000e-01,7.99999e-02,
3.1700096e-05,2.84000e-01,7.99999e-02,
3.1800097e-05,2.96000e-01,7.99999e-02,
3.1900097e-05,2.88000e-01,-0.00000e+00,
3.2000098e-05,2.88000e-01,7.99999e-02,
3.2100099e-05,2.96000e-01,-0.00000e+00,
3.2200100e-05,2.92000e-01,7.99999e-02,
3.2300100e-05,2.96000e-01,-0.00000e+00,
3.2400101e-05,2.92000e-01,7.99999e-02,
3.2500102e-05,3.00000e-01,-0.00000e+00,
3.2600103e-05,2.92000e-01,7.99999e-02,
3.2700103e-05,3.00000e-01,-0.00000e+00,
3.2800104e-05,3.00000e-01,7.99999e-02,
3.2900105e-05,2.92000e-01,7.99999e-02,
3.3000106e-05,3.00000e-01,7.99999e-02,
3.3100107e-05,2.96000e-01,-0.00000e+00,
3.3200107e-05,3.00000e-01,7.99999e-02,
3.3300108e-05,3.04000e-01,7.99999e-02,
3.3400109e-05,3.00000e-01,7.99999e-02,
3.3500110e-05,3.04000e-01,7.99999e-02,
3.3600110e-05,3.00000e-01,7.99999e-02,
3.3700111e-05,3.08000e-01,-0.00000e+00,
3.3800112e-05,3.04000e-01,7.99999e-02,
3.3900113e-05,3.08000e-01,-0.00000e+00,
3.4000113e-05,3.08000e-01,7.99999e-02,
3.4100114e-05,3.04000e-01,7.99999e-02,
3.4200115e-05,3.08000e-01,7.99999e-02,
3.4300116e-05,3.12000e-01,7.99999e-02,
3.4400116e-05,3.08000e-01,7.99999e-02,
3.4500117e-05,3.12000e-01,7.99999e-02,
3.4600118e-05,3.08000e-01,7.99999e-02,
3.4700119e-05,3.12000e-01,7.99999e-02,
3.4800119e-05,3.12000e-01,7.99999e-02,
3.4900120e-05,3.16000e-01,-0.00000e+00,
3.5000121e-05,3.12000e-01,7.99999e-02,
3.5100122e-05,3.16000e-01,7.99999e-02,
3.5200123e-05,3.16000e-01,7.99999e-02,
3.5300123e-05,3.12000e-01,7.99999e-02,
3.5400124e-05,3.16000e-01,7.99999e-02,
3.5500125e-05,3.20000e-01,-0.00000e+00,
3.5600126e-05,3.24000e-01,7.99999e-02,
3.5700126e-05,3.16000e-01,-0.00000e+00,
3.5800127e-05,3.16000e-01,7.99999e-02,
3.5900128e-05,3.24000e-01,7.99999e-02,
3.6000129e-05,3.16000e-01,7.99999e-02,
3.6100129e-05,3.28000e-01,7.99999e-02,
3.6200130e-05,3.12000e-01,7.99999e-02,
3.6300131e-05,3.36000e-01,-0.00000e+00,
3.6400132e-05,3.32000e-01,7.99999e-02,
3.6500132e-05,3.16000e-01,7.99999e-02,
3.6600133e-05,3.56000e-01,1.60000e-01,
3.6700134e-05,3.00000e-01,-0.00000e+00,
3.6800135e-05,3.08000e-01,-0.00000e+00,
3.6900135e-05,3.52000e-01,7.99999e-02,
3.7000136e-05,3.12000e-01,-0.00000e+00,
3.7100137e-05,3.48000e-01,7.99999e-02,
3.7200138e-05,3.16000e-01,7.99999e-02,
3.7300139e-05,3.44000e-01,7.99999e-02,
3.7400139e-05,3.24000e-01,7.99999e-02,
3.7500140e-05,3.40000e-01,-0.00000e+00,
3.7600141e-05,3.48000e-01,7.99999e-02,
3.7700142e-05,3.24000e-01,7.99999e-02,
3.7800142e-05,3.24000e-01,7.99999e-02,
3.7900143e-05,3.44000e-01,7.99999e-02,
3.8000144e-05,3.28000e-01,7.99999e-02,
3.8100145e-05,3.44000e-01,7.99999e-02,
3.8200145e-05,3.32000e-01,7.99999e-02,
3.8300146e-05,3.40000e-01,-0.00000e+00,
3.8400147e-05,3.44000e-01,7.99999e-02,
3.8500148e-05,3.36000e-01,7.99999e-02,
3.8600148e-05,3.44000e-01,7.99999e-02,
3.8700149e-05,3.32000e-01,7.99999e-02,
3.8800150e-05,3.36000e-01,7.99999e-02,
3.8900151e-05,3.48000e-01,-0.00000e+00,
3.9000151e-05,3.40000e-01,7.99999e-02,
3.9100152e-05,3.44000e-01,-0.00000e+00,
3.9200153e-05,3.44000e-01,7.99999e-02,
3.9300154e-05,3.40000e-01,7.99999e-02,
3.9400154e-05,3.40000e-01,7.99999e-02,
3.9500155e-05,3.48000e-01,7.99999e-02,
3.9600156e-05,3.48000e-01,7.99999e-02,
3.9700157e-05,3.44000e-01,7.99999e-02,
3.9800158e-05,3.44000e-01,7.99999e-02,
3.9900158e-05,3.48000e-01,7.99999e-02,
4.0000159e-05,3.48000e-01,7.99999e-02,
4.0100160e-05,3.52000e-01,7.99999e-02,
4.0200161e-05,3.48000e-01,7.99999e-02,
