Time,X(CH1),X(CH2),
Second,Volt,Volt,
-1.1704000e-04,6.40000e-02,3.36000e+00,
-1.1700000e-04,6.40000e-02,3.36000e+00,
-1.1695999e-04,6.40000e-02,3.36000e+00,
-1.1691999e-04,6.40000e-02,3.36000e+00,
-1.1687999e-04,6.40000e-02,3.36000e+00,
-1.1683998e-04,6.40000e-02,3.36000e+00,
-1.1679998e-04,6.40000e-02,3.36000e+00,
-1.1675998e-04,6.40000e-02,3.36000e+00,
-1.1671997e-04,6.40000e-02,3.36000e+00,
-1.1667997e-04,6.40000e-02,3.36000e+00,
-1.1663997e-04,6.40000e-02,3.36000e+00,
-1.1659996e-04,6.40000e-02,3.36000e+00,
-1.1655996e-04,6.40000e-02,3.36000e+00,
-1.1651996e-04,6.40000e-02,3.36000e+00,
-1.1647995e-04,6.40000e-02,3.36000e+00,
-1.1643995e-04,6.40000e-02,3.36000e+00,
-1.1639995e-04,6.40000e-02,3.36000e+00,
-1.1635994e-04,7.60000e-02,3.36000e+00,
-1.1631994e-04,6.40000e-02,3.36000e+00,
-1.1627994e-04,6.40000e-02,3.36000e+00,
-1.1623993e-04,7.60000e-02,3.36000e+00,
-1.1619993e-04,7.20000e-02,3.36000e+00,
-1.1615993e-04,6.00000e-02,3.36000e+00,
-1.1611993e-04,7.20000e-02,3.36000e+00,
-1.1607992e-04,7.60000e-02,3.36000e+00,
-1.1603992e-04,6.00000e-02,3.28000e+00,
-1.1599992e-04,6.80000e-02,3.36000e+00,
-1.1595991e-04,7.60000e-02,3.36000e+00,
-1.1591991e-04,6.40000e-02,3.36000e+00,
-1.1587991e-04,6.40000e-02,3.36000e+00,
-1.1583990e-04,7.60000e-02,3.36000e+00,
-1.1579990e-04,7.20000e-02,3.36000e+00,
-1.1575990e-04,6.00000e-02,3.36000e+00,
-1.1571989e-04,7.20000e-02,3.36000e+00,
-1.1567989e-04,7.60000e-02,3.36000e+00,
-1.1563989e-04,6.00000e-02,3.36000e+00,
-1.1559988e-04,6.40000e-02,3.36000e+00,
-1.1555988e-04,7.60000e-02,3.36000e+00,
-1.1551988e-04,6.40000e-02,3.36000e+00,
-1.1547987e-04,6.40000e-02,3.36000e+00,
-1.1543987e-04,7.60000e-02,3.36000e+00,
-1.1539987e-04,6.80000e-02,3.36000e+00,
-1.1535986e-04,6.40000e-02,3.28000e+00,
-1.1531986e-04,7.20000e-02,3.36000e+00,
-1.1527986e-04,7.60000e-02,3.36000e+00,
-1.1523985e-04,6.40000e-02,3.28000e+00,
-1.1519985e-04,6.40000e-02,3.36000e+00,
-1.1515985e-04,8.00000e-02,3.36000e+00,
-1.1511984e-04,6.40000e-02,3.36000e+00,
-1.1507984e-04,6.40000e-02,3.36000e+00,
-1.1503984e-04,7.60000e-02,3.36000e+00,
-1.1499984e-04,7.20000e-02,3.36000e+00,
-1.1495983e-04,6.00000e-02,3.36000e+00,
-1.1491983e-04,7.20000e-02,3.36000e+00,
-1.1487983e-04,7.60000e-02,3.36000e+00,
-1.1483982e-04,6.00000e-02,3.28000e+00,
-1.1479982e-04,6.80000e-02,3.36000e+00,
-1.1475982e-04,7.60000e-02,3.36000e+00,
-1.1471981e-04,6.40000e-02,3.36000e+00,
-1.1467981e-04,6.40000e-02,3.36000e+00,
-1.1463981e-04,7.20000e-02,3.36000e+00,
-1.1459980e-04,7.20000e-02,3.36000e+00,
-1.1455980e-04,6.00000e-02,3.36000e+00,
-1.1451980e-04,7.20000e-02,3.36000e+00,
-1.1447979e-04,7.60000e-02,3.36000e+00,
-1.1443979e-04,6.00000e-02,3.28000e+00,
-1.1439979e-04,6.40000e-02,3.36000e+00,
-1.1435978e-04,7.60000e-02,3.36000e+00,
-1.1431978e-04,6.40000e-02,3.36000e+00,
-1.1427978e-04,6.40000e-02,3.36000e+00,
-1.1423977e-04,7.60000e-02,3.36000e+00,
-1.1419977e-04,7.20000e-02,3.36000e+00,
-1.1415977e-04,5.60000e-02,3.36000e+00,
-1.1411976e-04,7.20000e-02,3.36000e+00,
-1.1407976e-04,7.60000e-02,3.36000e+00,
-1.1403976e-04,6.00000e-02,3.28000e+00,
-1.1399975e-04,6.40000e-02,3.36000e+00,
-1.1395975e-04,7.60000e-02,3.36000e+00,
-1.1391975e-04,6.40000e-02,3.36000e+00,
-1.1387975e-04,6.40000e-02,3.36000e+00,
-1.1383974e-04,7.60000e-02,3.36000e+00,
-1.1379974e-04,7.20000e-02,3.36000e+00,
-1.1375974e-04,6.00000e-02,3.36000e+00,
-1.1371973e-04,7.20000e-02,3.36000e+00,
-1.1367973e-04,7.60000e-02,3.36000e+00,
-1.1363973e-04,6.00000e-02,3.36000e+00,
-1.1359972e-04,6.40000e-02,3.36000e+00,
-1.1355972e-04,7.60000e-02,3.36000e+00,
-1.1351972e-04,6.40000e-02,3.36000e+00,
-1.1347971e-04,6.40000e-02,3.36000e+00,
-1.1343971e-04,7.60000e-02,3.36000e+00,
-1.1339971e-04,7.20000e-02,3.36000e+00,
-1.1335970e-04,6.00000e-02,3.36000e+00,
-1.1331970e-04,7.20000e-02,3.36000e+00,
-1.1327970e-04,7.60000e-02,3.36000e+00,
-1.1323969e-04,6.40000e-02,3.36000e+00,
-1.1319969e-04,6.40000e-02,3.36000e+00,
-1.1315969e-04,7.60000e-02,3.36000e+00,
-1.1311968e-04,6.40000e-02,3.36000e+00,
-1.1307968e-04,6.00000e-02,3.36000e+00,
-1.1303968e-04,7.60000e-02,3.36000e+00,
-1.1299967e-04,7.20000e-02,3.36000e+00,
-1.1295967e-04,6.00000e-02,3.36000e+00,
-1.1291967e-04,7.20000e-02,3.36000e+00,
-1.1287966e-04,7.60000e-02,3.36000e+00,
-1.1283966e-04,6.40000e-02,3.28000e+00,
-1.1279966e-04,6.80000e-02,3.36000e+00,
-1.1275966e-04,7.60000e-02,3.36000e+00,
-1.1271965e-04,6.40000e-02,3.36000e+00,
-1.1267965e-04,6.40000e-02,3.36000e+00,
-1.1263965e-04,7.60000e-02,3.36000e+00,
-1.1259964e-04,7.20000e-02,3.36000e+00,
-1.1255964e-04,6.40000e-02,3.36000e+00,
-1.1251964e-04,6.80000e-02,3.36000e+00,
-1.1247963e-04,7.60000e-02,3.36000e+00,
-1.1243963e-04,6.40000e-02,3.36000e+00,
-1.1239963e-04,6.40000e-02,3.36000e+00,
-1.1235962e-04,7.20000e-02,3.36000e+00,
-1.1231962e-04,6.80000e-02,3.36000e+00,
-1.1227962e-04,6.40000e-02,3.36000e+00,
-1.1223961e-04,7.20000e-02,3.36000e+00,
-1.1219961e-04,7.20000e-02,3.28000e+00,
-1.1215961e-04,6.40000e-02,3.36000e+00,
-1.1211960e-04,6.80000e-02,3.36000e+00,
-1.1207960e-04,7.20000e-02,3.36000e+00,
-1.1203960e-04,6.40000e-02,3.36000e+00,
-1.1199959e-04,6.40000e-02,3.36000e+00,
-1.1195959e-04,7.20000e-02,3.36000e+00,
-1.1191959e-04,6.80000e-02,3.28000e+00,
-1.1187958e-04,6.40000e-02,3.36000e+00,
-1.1183958e-04,7.20000e-02,3.36000e+00,
-1.1179958e-04,7.20000e-02,3.36000e+00,
-1.1175957e-04,6.40000e-02,3.28000e+00,
-1.1171957e-04,6.40000e-02,3.36000e+00,
-1.1167957e-04,7.60000e-02,3.36000e+00,
-1.1163957e-04,6.40000e-02,3.36000e+00,
-1.1159956e-04,6.40000e-02,3.36000e+00,
-1.1155956e-04,7.60000e-02,3.36000e+00,
-1.1151956e-04,6.40000e-02,3.36000e+00,
-1.1147955e-04,6.40000e-02,3.36000e+00,
-1.1143955e-04,7.20000e-02,3.36000e+00,
-1.1139955e-04,6.80000e-02,3.36000e+00,
-1.1135954e-04,6.40000e-02,3.36000e+00,
-1.1131954e-04,7.20000e-02,3.36000e+00,
-1.1127954e-04,7.60000e-02,3.36000e+00,
-1.1123953e-04,6.40000e-02,3.36000e+00,
-1.1119953e-04,6.40000e-02,3.36000e+00,
-1.1115953e-04,7.60000e-02,3.36000e+00,
-1.1111952e-04,7.20000e-02,3.36000e+00,
-1.1107952e-04,6.00000e-02,3.36000e+00,
-1.1103952e-04,7.20000e-02,3.36000e+00,
